Consectutivo_curso;Nombre;Fecha_inicio;Fecha_creación;Curso_nuevo;Programa;NumCursos;NumCursosFac;Keywords;Valor_por_hora;Categoría;Facultad;Modalidad;validaExitoso;Fecha_busqueda;Fecha_ventana;Keywords_gt
CUR-0029801;Legal de M&A y transacciones corporativas;11/03/2020;1/01/2020;0;0;142;15;['cursos de derecho', 'programa de derecho', 'diplomados en derecho'];65000;Actualización Profesional;DERECHO;Presencial;1;31/12/2019;5/07/2019;6.22
CUR-0029805;Design Thinking para la innovación social;3/03/2020;1/01/2020;0;0;142;13;['administracion de proyectos', 'ejecucion de proyectos', 'programas de administracion'];62200;Actualización Profesional;CIENCIAS SOCIALES;Presencial;1;31/12/2019;5/07/2019;7.09
CUR-0029850;Modelación de la calidad del agua en ríos: determinantes convencionales;30/06/2020;1/04/2020;0;0;115;27;['modelacion aguas', 'ingenieria civil'];61250;Actualización Profesional;INGENIERIA;Virtual;0;31/03/2020;4/10/2019;3.11
CUR-0029852;Modelación de la calidad del agua en ríos: sustancias tóxicas;21/07/2020;1/05/2020;0;0;91;20;['modelacion agua en rios', 'sustancias toxicas', 'ingenieria civil'];61250;Actualización Profesional;INGENIERIA;Virtual;0;30/04/2020;3/11/2019;5.43
CUR-0029854;Narrativas periodísticas;15/08/2020;1/06/2020;1;1;78;27;['periodismo', 'cursos periodismo', 'narracion periodistica'];39000;Actualización Profesional;ARTES Y HUMANIDADES;Semipresencial / Blended;0;31/05/2020;4/12/2019;3.36
CUR-0029855;Periodismo para no periodistas;15/08/2020;1/06/2020;0;0;78;27;['periodismo', 'cursos periodismo', 'narracion periodistica'];56250;Actualización Profesional;ARTES Y HUMANIDADES;Virtual;0;31/05/2020;4/12/2019;3.36
CUR-0029856;Podcast: el lenguaje sonoro para contar historias;3/10/2020;1/08/2020;0;0;152;39;['podcast', 'periodismo', 'cursos periodismo', 'narracion periodistica'];56250;Actualización Profesional;ARTES Y HUMANIDADES;Virtual;1;31/07/2020;3/02/2020;5.11
CUR-0029857;Diseño de información para contar historias en formato digital;6/02/2021;1/12/2020;0;0;246;48;['periodismo digital', 'cursos periodismo', 'narracion periodistica'];48214.29;Actualización Profesional;ARTES Y HUMANIDADES;Virtual;1;30/11/2020;4/06/2020;1.5
CUR-0029864;Machine Learning para Business intelligence (Grupo 2);24/03/2020;1/01/2020;0;0;142;13;['machine learning', 'business intelligence', 'curso machine learning'];72962.96;Actualización Profesional;ECONOMIA;Virtual;1;31/12/2019;5/07/2019;4.16
CUR-0029865;Profundizando en Machine Learning;24/04/2020;1/02/2020;1;0;132;32;['machine learning', 'business intelligence', 'curso machine learning'];80000;Actualización Profesional;INGENIERIA;Virtual;1;31/01/2020;5/08/2019;4.68
CUR-0029936;Herramientas para formular proyectos inmobiliarios;9/06/2020;1/04/2020;0;0;115;2;['proyectos inmobiliarios', 'estudiar arquitectura', 'conocimientos inmobiliarios'];69750;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;1;31/03/2020;4/10/2019;3.0
CUR-0029937;User and Customer Experience;16/06/2020;1/04/2020;1;0;115;2;['UX', 'user experience', 'customer experience'];59500;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;0;31/03/2020;4/10/2019;4.31
CUR-0029939;Derechos Humanos, Derecho Internacional Humanitario y construcción de paz en Colombia;21/09/2020;1/07/2020;0;0;116;8;['derechos humanos', 'abogacía', 'curso de derecho', 'cursos para abogados', 'curso de leyes'];56250;Actualización Profesional;DERECHO;Virtual;1;30/06/2020;3/01/2020;3.38
CUR-0029941;Derecho de energías renovables;8/09/2020;1/07/2020;0;0;116;8;['Carrera de derecho', 'abogacía', 'curso de derecho', 'cursos para abogados', 'curso de leyes'];52777.78;Actualización Profesional;DERECHO;Virtual;1;30/06/2020;3/01/2020;4.89
CUR-0029953;Evaluación crítica de la evidencia científica;8/09/2020;1/07/2020;1;0;116;2;['evidencia científica', 'evaluación critica'];56250;Actualización Profesional;MEDICINA;Virtual;1;30/06/2020;3/01/2020;3.91
CUR-0030184;Diseño y ensamblaje de microorganismos para la industria;14/07/2020;1/05/2020;1;0;91;20;['Diseño y ensamblaje de microorganismos', 'ingenieria biomedica'];66666.67;Actualización Profesional;INGENIERIA;Virtual;1;30/04/2020;3/11/2019;2.33
CUR-0030187;Ordenamiento territorial en Colombia: conceptos, instrumentos y experiencias;23/06/2020;1/04/2020;1;1;115;4;['Ordenamiento Territorial Colombia'];47777.78;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;1;31/03/2020;4/10/2019;8.88
CUR-0030188;Conceptos y políticas públicas de ordenamiento territorial en Colombia;23/06/2020;1/04/2020;1;0;115;4;['Ordenamiento Territorial Colombia'];65000;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;1;31/03/2020;4/10/2019;8.88
CUR-0030189;Instrumentos de ordenamiento territorial y análisis de experiencias;10/07/2020;1/05/2020;1;0;91;3;['Ordenamiento Territorial Colombia'];62500;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;0;30/04/2020;3/11/2019;8.31
CUR-0030190;Encuentros y desencuentros entre el desarrollo y el ordenamiento territorial;4/08/2020;1/06/2020;1;0;78;3;['Ordenamiento Territorial Colombia'];63913.04;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;0;31/05/2020;4/12/2019;9.24
CUR-0030191;Innovaciones en participación ciudadana, planificación territorial y gobernanza territorial;28/08/2020;1/06/2020;1;0;78;3;['Ordenamiento Territorial Colombia'];60800;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;0;31/05/2020;4/12/2019;9.24
CUR-0030200;Derecho laboral en tiempos del coronavirus;1/06/2020;1/04/2020;1;0;115;9;['derecho laboral', 'pandemia y derecho laboral'];65000;Actualización Profesional;DERECHO;Virtual;1;31/03/2020;4/10/2019;5.46
CUR-0030201;Gerencia de proyectos sociales;2/07/2020;1/05/2020;0;0;91;3;['Gerencia de Proyectos Sociales', 'proyectos sociales colombia'];56250;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;1;30/04/2020;3/11/2019;4.55
CUR-0030202;Evaluación financiera de proyectos en energías renovables;5/06/2020;1/04/2020;0;0;115;27;['energías renovables', 'proyectos de energias renovables'];50000;Actualización Profesional;INGENIERIA;Virtual;1;31/03/2020;4/10/2019;3.29
CUR-0030211;Método KonMari™: felicidad y bienestar;2/06/2020;1/04/2020;0;0;115;5;['Método KonMar', 'orden', 'felicidad', 'bienestar'];47700;Bienestar - Desarrollo Personal;DIRECCION DE INTERNACIONALIZACION;Virtual;1;31/03/2020;4/10/2019;10.05
CUR-0030212;Herramientas básicas de cartografía y sistemas de información geográfica;1/09/2020;1/07/2020;1;0;116;5;['cartografía', 'información geográfica'];51851.85;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;1;30/06/2020;3/01/2020;8.5
CUR-0030215;Sostenibilidad y bioclimática: buenas prácticas;1/09/2020;1/07/2020;1;0;116;3;['Sostenibilidad', 'bioclimática'];50000;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;0;30/06/2020;3/01/2020;6.51
CUR-0030217;Agroecología y ecotecnología frente al cambio climático;4/08/2020;1/06/2020;1;0;78;3;['Agroecología', 'ecotecnología', 'cambio climatico'];51851.85;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;1;31/05/2020;4/12/2019;6.63
CUR-0030272;Economía laboral, salud y pensiones;4/08/2020;1/06/2020;1;0;78;9;['salud y pensiones', 'economía', 'sistema pensional colombia'];59375;Actualización Profesional;ECONOMIA;Virtual;1;31/05/2020;4/12/2019;8.42
CUR-0030273;Programa de Alto Gobierno - PAG;15/07/2020;1/05/2020;0;1;91;1;['Escuela de Gobierno Alberto Lleras Camargo', 'sistema  de salud'];280000;Actualización Profesional;ESCUELA DE GOBIERNO ALBERTO LLERAS CAMARGO;Virtual;0;30/04/2020;3/11/2019;4.9
CUR-0030274;Economía ambiental y política pública;1/09/2020;1/07/2020;1;0;116;11;['Economía ambiental', 'politicas ambientales'];52666.67;Actualización Profesional;ECONOMIA;Virtual;0;30/06/2020;3/01/2020;6.3
CUR-0030277;Nuevas tendencias de investigación en Ciencias Sociales;25/06/2020;1/04/2020;0;1;115;15;['Nuevas tendencias de investigación', 'investigación digital'];40500;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/03/2020;4/10/2019;2.63
CUR-0030278;Lo digital en contexto: aproximaciones críticas y prácticas;25/06/2020;1/04/2020;1;0;115;15;['Nuevas tendencias de investigación', 'investigación digital'];45000;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/03/2020;4/10/2019;2.63
CUR-0030279;El arte de preguntar: metodologías creativas en etnografía;21/07/2020;1/05/2020;1;0;91;13;['Nuevas tendencias de investigación', 'investigación digital'];45000;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;30/04/2020;3/11/2019;2.7
CUR-0030280;Investigación digital y análisis etnográfico;11/08/2020;1/06/2020;0;0;78;13;['Nuevas tendencias de investigación', 'investigación digital'];45000;Actualización Profesional;CIENCIAS SOCIALES;Virtual;1;31/05/2020;4/12/2019;2.34
CUR-0030289;Creación de experiencias de servicio en retos virtuales;7/07/2020;1/05/2020;1;0;91;0;['experiencias de servicio digital', 'servicios digitales'];65000;Actualización Profesional;DIRECCION DE SERVICIOS DE INFORMACION Y TECNOLOGIA;Virtual;0;30/04/2020;3/11/2019;3.83
CUR-0030303;Competencias digitales en la era de la virtualidad – Nivel 1;8/07/2020;1/05/2020;1;0;91;0;['competencias digitales', 'virtualidad'];65000;Actualización Profesional;DIRECCION DE SERVICIOS DE INFORMACION Y TECNOLOGIA;Virtual;0;30/04/2020;3/11/2019;7.28
CUR-0030304;Análisis real para economistas;23/06/2020;1/04/2020;1;0;115;10;['economia', 'analisis real', 'matematicas economia'];41333.33;Actualización Profesional;ECONOMIA;Virtual;1;31/03/2020;4/10/2019;11.83
CUR-0030305;Competencias digitales en la era de la virtualidad – Nivel 2;14/07/2020;1/05/2020;1;0;91;0;['competencias digitales', 'virtualidad'];65000;Actualización Profesional;DIRECCION DE SERVICIOS DE INFORMACION Y TECNOLOGIA;Virtual;0;30/04/2020;3/11/2019;7.28
CUR-0030306;Competencias digitales en la era de la virtualidad – Nivel 3;21/07/2020;1/05/2020;1;0;91;0;['competencias digitales', 'virtualidad'];65000;Actualización Profesional;DIRECCION DE SERVICIOS DE INFORMACION Y TECNOLOGIA;Virtual;0;30/04/2020;3/11/2019;7.28
CUR-0030308;Gestión de equipos remotos: proyectos y productividad;21/07/2020;1/05/2020;1;0;91;0;['competencias digitales', 'virtualidad'];65000;Actualización Profesional;DIRECCION DE SERVICIOS DE INFORMACION Y TECNOLOGIA;Virtual;0;30/04/2020;3/11/2019;7.28
CUR-0030309;Nutrición y emoción;23/06/2020;1/04/2020;0;0;115;15;['Nutrición', 'emoción y nutrición', 'psicologia'];48500;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;1;31/03/2020;4/10/2019;10.34
CUR-0030311;Competencias digitales en la era de la virtualidad;8/07/2020;1/05/2020;1;0;91;0;['Competencias digitales', 'teletrabajo', 'virtualidad'];58500;Actualización Profesional;DIRECCION DE SERVICIOS DE INFORMACION Y TECNOLOGIA;Virtual;0;30/04/2020;3/11/2019;9.62
CUR-0030322;Evaluación financiera de proyectos en energías renovables;18/06/2020;1/04/2020;0;0;115;27;['energías renovables', 'proyectos de energias renovables'];50000;Actualización Profesional;INGENIERIA;Presencial;1;31/03/2020;4/10/2019;3.29
CUR-0030339;Experimentos espectaculares: Aprendiendo ciencias en casa;4/07/2020;1/05/2020;1;0;91;3;['experimentos para niños', 'felicidad', 'ciencia en casa'];34875;Niños y Jóvenes;CIENCIAS;Virtual;1;30/04/2020;3/11/2019;7.96
CUR-0030340;Haiku: la poesía japonesa más corta del mundo;22/08/2020;1/06/2020;1;0;78;2;['haiku', 'poesía japonesa', 'cultura japonesa'];37100;Arte, Ciencias y Humanidades;DIRECCION DE INTERNACIONALIZACION;Virtual;1;31/05/2020;4/12/2019;4.22
CUR-0030341;Experimentos espectaculares: Conociendo el Planeta Tierra a través de la cocina;4/07/2020;1/05/2020;1;0;91;3;['experimentos para niños', 'felicidad', 'ciencia en casa'];40000;Niños y Jóvenes;CIENCIAS;Virtual;0;30/04/2020;3/11/2019;7.96
CUR-0030342;Experimentos espectaculares: Crea tu propia huerta casera;11/07/2020;1/05/2020;1;0;91;3;['experimentos para niños', 'felicidad', 'ciencia en casa'];40000;Niños y Jóvenes;CIENCIAS;Virtual;0;30/04/2020;3/11/2019;7.96
CUR-0030343;Experimentos espectaculares: Viaje espacial;25/07/2020;1/05/2020;1;0;91;3;['experimentos para niños', 'felicidad', 'ciencia en casa'];37500;Niños y Jóvenes;CIENCIAS;Virtual;0;30/04/2020;3/11/2019;7.96
CUR-0030344;Herramientas para formular proyectos inmobiliarios;10/06/2020;1/04/2020;0;0;115;2;['proyectos inmobiliarios', 'estudiar arquitectura', 'conocimientos inmobiliarios'];69750;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;1;31/03/2020;4/10/2019;3.0
CUR-0030346;Aproximación a la terapia dialéctico comportamental - DBT;25/07/2020;1/05/2020;1;0;91;13;['terapia dialectica', 'comportamiento', 'terapia'];50000;Actualización Profesional;CIENCIAS SOCIALES;Virtual;1;30/04/2020;3/11/2019;8.26
CUR-0030348;Un viaje por Rusia;30/07/2020;1/05/2020;1;1;91;13;['rusia', 'historia rusa', 'cultura rusa'];36000;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;1;30/04/2020;3/11/2019;8.76
CUR-0030349;Descubriendo Rusia: hitos fundamentales de su historia;30/07/2020;1/05/2020;1;0;91;13;['rusia', 'historia rusa', 'cultura rusa'];40000;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;0;30/04/2020;3/11/2019;8.76
CUR-0030350;Arte y espiritualidad del cristianismo ruso ortodoxo;25/08/2020;1/06/2020;1;0;78;13;['rusia', 'historia rusa', 'cultura rusa'];40000;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;0;31/05/2020;4/12/2019;8.2
CUR-0030351;Origen y desarrollo de la revolución rusa;22/09/2020;1/07/2020;1;0;116;19;['rusia', 'historia rusa', 'cultura rusa'];40000;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;0;30/06/2020;3/01/2020;7.28
CUR-0030352;La nueva Rusia: del ocaso del imperio hasta Putin;20/10/2020;1/08/2020;1;0;152;23;['rusia', 'historia rusa', 'cultura rusa'];40000;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;0;31/07/2020;3/02/2020;6.53
CUR-0030354;¿Cómo dimensionar su propio sistema solar fotovoltaico?;13/07/2020;1/05/2020;1;0;91;20;['luz solar', 'fotovoltaico', 'energias renovables'];50000;Actualización Profesional;INGENIERIA;Virtual;1;30/04/2020;3/11/2019;5.34
CUR-0030357;Evaluación financiera de proyectos en energías renovables;13/08/2020;1/06/2020;0;0;78;11;['energías renovables', 'proyectos de energias renovables'];50000;Actualización Profesional;INGENIERIA;Virtual;1;31/05/2020;4/12/2019;4.94
CUR-0030358;Certificación Lean-Six Sigma Yellow Belt;14/07/2020;1/05/2020;1;0;91;20;['lean six sigma', 'certificacion ingenieria'];60000;Actualización Profesional;INGENIERIA;Virtual;1;30/04/2020;3/11/2019;2.29
CUR-0030451;Herramientas para formular proyectos inmobiliarios;14/07/2020;1/05/2020;0;0;91;1;['proyectos inmobiliarios', 'estudiar arquitectura', 'conocimientos inmobiliarios'];69750;Actualización Profesional;ARQUITECTURA Y DISENO;Virtual;1;30/04/2020;3/11/2019;2.85
CUR-0030453;Niñez, desarrollo socioemocional y mindfulness;5/08/2020;1/06/2020;0;0;78;13;['niñez psicologia', 'mindfulness en niños', 'psicologia infantil'];51666.67;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;1;31/05/2020;4/12/2019;1.89
CUR-0030462;Nutrición y emoción;24/06/2020;1/04/2020;0;0;115;15;['Nutrición', 'emoción y nutrición', 'psicologia'];48500;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;1;31/03/2020;4/10/2019;10.34
CUR-0030467;Inocuidad alimentaria en tiempos de COVID-19;25/08/2020;1/06/2020;1;0;78;11;['Inocuidad alimentaria', 'salud y alimentación'];68000;Actualización Profesional;INGENIERIA;Virtual;1;31/05/2020;4/12/2019;6.06
CUR-0030468;Cuentos para ANIMAR: explorando la imagen en movimiento;13/07/2020;1/05/2020;1;0;91;1;['animación', 'cuentos infantiles', 'cursos niños'];50000;Niños y Jóvenes;ARQUITECTURA Y DISENO;Virtual;1;30/04/2020;3/11/2019;5.95
CUR-0030471;Gestión de riesgos en colecciones de bienes culturales;25/08/2020;1/06/2020;0;0;78;27;['colecciones culturales', 'gestión cultural'];40000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;1;31/05/2020;4/12/2019;3.35
CUR-0030472;Cómo enseñar hábitos lectores: el gusto por la lectura en los niños;4/08/2020;1/06/2020;0;0;78;27;['hábitos lectore en niños', 'lectura infantil'];45000;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;0;31/05/2020;4/12/2019;4.34
CUR-0030486;Cine italiano: apreciación y análisis;14/08/2020;1/06/2020;1;0;78;13;['cine italiano', 'apreciacion cine', 'italia cine'];56875;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;0;31/05/2020;4/12/2019;2.35
CUR-0030487;Cine indígena: imagen y técnicas de representación;18/08/2020;1/06/2020;0;0;78;13;['cine indigena', 'representación indigena', 'cultural'];44523.81;Actualización Profesional;CIENCIAS SOCIALES;Virtual;0;31/05/2020;4/12/2019;8.82
CUR-0030488;La experiencia sociocultural de la muerte;11/08/2020;1/06/2020;0;0;78;13;['muerte', 'luto', 'rito cultural muerte'];48437.5;Arte, Ciencias y Humanidades;CIENCIAS SOCIALES;Virtual;1;31/05/2020;4/12/2019;6.64
CUR-0030489;¿Cómo invertir en bolsa reduciendo el riesgo de pérdida?;19/11/2020;1/09/2020;0;0;176;12;['invertir en bolsa', '¿Cómo invertir en bolsa?'];59333.33;Actualización Profesional;ECONOMIA;Virtual;1;31/08/2020;5/03/2020;3.75
CUR-0030492;Gerencia de proyectos sociales;14/07/2020;1/05/2020;0;0;91;3;['Gerencia de Proyectos Sociales', 'proyectos sociales colombia'];56250;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;1;30/04/2020;3/11/2019;4.55
CUR-0030555;Formulación y evaluación de proyectos de inversión;1/09/2020;1/07/2020;0;0;116;11;['Formulación de proyectos', 'evaluación de proyectos', 'economía'];30882.35;Actualización Profesional;ECONOMIA;Virtual;1;30/06/2020;3/01/2020;8.31
CUR-0030557;Reinforcement Learning;11/08/2020;1/06/2020;1;0;78;11;['Reinforcement Learning', 'machine learning'];50000;Actualización Profesional;INGENIERIA;Virtual;1;31/05/2020;4/12/2019;5.74
CUR-0030558;Aprende arquitectura en los espacios que habitas;27/07/2020;1/05/2020;1;0;91;1;['arquitectura urbana', 'arquitecto'];58750;Niños y Jóvenes;ARQUITECTURA Y DISENO;Virtual;0;30/04/2020;3/11/2019;8.35
CUR-0030777;Probabilidad y Estadística para Profesionales;14/07/2020;1/05/2020;0;0;91;20;['Probabilidad y Estadística', 'cursos estadística'];60000;Actualización Profesional;INGENIERIA;Virtual;1;30/04/2020;3/11/2019;3.2
CUR-0030789;Viaje con la música;1/08/2020;1/06/2020;1;0;78;27;['música', 'niños y música', 'viaje musical', 'música cultural'];45555.56;Niños y Jóvenes;ARTES Y HUMANIDADES;Virtual;0;31/05/2020;4/12/2019;7.42
CUR-0030819;Salud mental en el contexto escolar;10/08/2020;1/06/2020;0;0;78;13;['salud mental', 'salud mental infantil', 'salud mental en niños'];62200;Actualización Profesional;CIENCIAS SOCIALES;Virtual;1;31/05/2020;4/12/2019;7.77
