Consectutivo_curso;Nombre;Fecha_inicio;Fecha_creación;Curso_nuevo;Programa;NumCursos;NumCursosFac;Keywords;Valor_por_hora;Categoría;Facultad;Modalidad;Estado;Valor_Tarifa;Departamento;Estado;Punto_equilibrio;Meta;Cupomaximo;Inscritos;Cantidadinscritostotales;validaExitoso
CUR-0028157;Felicidad en las grandes civilizaciones;26/05/2020;1/03/2020;Si;No;123;2;humanidades, facultad de humanidades, carreras de humanidades;56250.00;Artes, Ciencias y Humanidades;ESCUELA DE GOBIERNO ALBERTO LLERAS CAMARGO;Virtual;Finalizado;1350000.00;Escuela de Gobierno Alberto Lleras Camargo;Finalizado;12;15;20;11;11;0
CUR-0028159;Edición de textos en LaTeX;25/02/2020;1/12/2019;Si;No;184;8;textos en latex, edicion de textos en ltex, cursos de ciencias;58300.00;Actualización Profesional;CIENCIAS;Presencial;Finalizado;1166000.00;Ciencias;Finalizado;9;15;25;7;7;0
CUR-0028160;Fuentes de financiación y formulación de proyectos sociales en la cooperación euro-latinoamericana;17/02/2020;1/12/2019;No;No;184;5;administracion de proyectos, ejecucion de proyectos, programas de administracion;75000.00;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Presencial;Finalizado;1800000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;10;15;26;26;26;1
CUR-0028161;Escritura creativa;1/02/2020;1/12/2019;No;Si;184;31;humanidades, facultad de humanidades, carreras de humanidades;40625.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;3900000.00;Humanidades y Literatura;Finalizado;11;15;17;12;12;1
CUR-0028162;La caja de herramientas: introducción a la escritura;1/02/2020;1/12/2019;No;No;184;31;humanidades, facultad de humanidades, carreras de humanidades;56250.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1350000.00;Humanidades y Literatura;Finalizado;11;15;17;5;17;0
CUR-0028163;Narrativa;28/03/2020;1/01/2020;No;No;142;29;humanidades, facultad de humanidades, carreras de humanidades;56250.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1350000.00;Humanidades y Literatura;Finalizado;12;15;17;5;17;0
CUR-0028164;Crónica;6/06/2020;1/04/2020;Si;No;115;29;humanidades, facultad de humanidades, carreras de humanidades;56250.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1350000.00;Humanidades y Literatura;Finalizado;12;15;17;1;13;0
CUR-0028165;Proyecto en escritura creativa;1/08/2020;1/06/2020;No;No;78;27;administracion de proyectos, ejecucion de proyectos, programas de administracion;56250.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1350000.00;Humanidades y Literatura;Finalizado;12;15;17;1;13;0
CUR-0028166;Artes y culturas de Japón;6/02/2020;1/12/2019;No;Si;184;31;cultura japonesa, arte japones, pintura japonesa;38235.29;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;3900000.00;Historia del Arte;Finalizado;13;15;20;10;10;0
CUR-0028167;Historia cultural y artística de Japón;6/02/2020;1/12/2019;Si;No;184;31;cultura japonesa, arte japones, pintura japonesa;57000.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1710000.00;Historia del Arte;Finalizado;8;15;20;4;14;0
CUR-0028168;Artes escénicas de Japón;23/04/2020;1/02/2020;Si;No;132;36;cultura japonesa, arte japones, pintura japonesa;56250.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1350000.00;Historia del Arte;Finalizado;9;15;20;1;11;0
CUR-0028169;Literatura japonesa;2/07/2020;1/05/2020;Si;No;91;28;cultura japonesa, arte japones, pintura japonesa;56250.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1350000.00;Historia del Arte;Finalizado;10;15;25;12;22;1
CUR-0028170;Cultura popular de Japón;10/09/2020;1/07/2020;Si;No;116;30;cultura japonesa, arte japones, pintura japonesa;56250.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1350000.00;Historia del Arte;Finalizado;11;15;20;3;13;0
CUR-0028171;Cerámica a su propio ritmo: técnicas manuales;8/02/2020;1/12/2019;Si;Si;184;31;humanidades, facultad de humanidades, carreras de humanidades;40625.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;3900000.00;Arte;Finalizado;13;15;17;0;0;0
CUR-0028172;Cerámica: técnica modelado;8/02/2020;1/12/2019;Si;No;184;31;humanidades, facultad de humanidades, carreras de humanidades;51818.18;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1710000.00;Arte;Finalizado;11;15;17;8;8;0
CUR-0028175;Historia y apreciación del arte: visiones del mundo;5/02/2020;1/12/2019;Si;Si;184;31;humanidades, facultad de humanidades, carreras de humanidades;38235.29;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;3900000.00;Historia del Arte;Finalizado;13;15;25;4;4;0
CUR-0028176;Derecho Migratorio;14/02/2020;1/12/2019;No;No;184;16;cursos de derecho, programa de derecho, diplomados en derecho;63000.00;Actualización Profesional;DERECHO;Presencial;Finalizado;2772000.00;Derecho;Finalizado;13;20;30;10;10;0
CUR-0028177;Protección de datos y accountability;7/02/2020;1/12/2019;No;No;184;16;accountability, seguridad de la información, proteccion de datos;67083.33;Actualización Profesional;DERECHO;Presencial;Finalizado;1610000.00;Derecho;Finalizado;14;20;30;28;28;1
CUR-0028178;Curso Liderazgo para contextos complejos;14/02/2020;1/12/2019;Si;No;184;2;tips de liderazgo, curso de gerencia, curso de liderazgo;62500.00;Actualización Profesional;ESCUELA DE GOBIERNO ALBERTO LLERAS CAMARGO;Presencial;Finalizado;2000000.00;Escuela de Gobierno Alberto Lleras Camargo;Finalizado;11;15;20;14;14;1
CUR-0028179;Una historia del arte global;5/02/2020;1/12/2019;Si;No;184;31;humanidades, facultad de humanidades, carreras de humanidades;47500.00;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Presencial;Finalizado;1710000.00;Historia del Arte;Finalizado;9;15;25;7;11;0
CUR-0028180;Arte en las américas: viajes por un continente;15/04/2020;1/02/2020;Si;No;132;36;humanidades, facultad de humanidades, carreras de humanidades;51818.18;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1710000.00;Historia del Arte;Finalizado;9;15;25;4;8;0
CUR-0028181;Arte en Colombia: nuestro patrimonio;24/06/2020;1/04/2020;Si;No;115;29;humanidades, facultad de humanidades, carreras de humanidades;51818.18;Artes, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1710000.00;Historia del Arte;Finalizado;8;15;25;5;9;0
CUR-0028183;Programa de Liderazgo en Ingeniería - Nivel Junior;27/01/2020;1/11/2019;No;Si;186;34;cursos de ingenieria, programas de ingenieria, diplomados de ingenieria;0.00;Bienestar - Desarrollo Personal;INGENIERIA;Presencial;Finalizado;0.00;Ingeniería;Finalizado;7;25;25;NULL;0;0
CUR-0028184;Programa de Liderazgo en Ingeniería - Nivel Junior - Primer semestre;27/01/2020;1/11/2019;No;Si;186;34;cursos de ingenieria, programas de ingenieria, diplomados de ingenieria;37500.00;Bienestar - Desarrollo Personal;INGENIERIA;Presencial;Finalizado;3000000.00;Ingeniería;Finalizado;7;25;25;10;10;1
CUR-0028188;Entrenamiento para el manejo del trauma psicológico;17/02/2020;1/12/2019;Si;No;184;16;cursos de psicologia, talleres de psicologia, diplomados de psicologia;60416.67;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;2175000.00;Psicología;Finalizado;11;15;20;17;17;1
CUR-0028189;Ciclo de Iniciación musical EMI-1 202010;1/02/2020;1/12/2019;Si;Si;184;31;cursos de musica, cursos de canto, interpretación de instrumentos;72500.00;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;Finalizado;1160000.00;Música;Finalizado;6;8;20;19;19;1
CUR-0028190;Ciclo de Iniciación musical EMI-2 202010;1/02/2020;1/12/2019;Si;Si;184;31;cursos de musica, cursos de canto, interpretación de instrumentos;68625.00;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;Finalizado;2196000.00;Música;Finalizado;6;8;10;9;9;1
CUR-0028191;Herramientas etnográficas para la planificación urbana;8/02/2020;1/12/2019;No;No;184;16;antropologia, etnografia, programa de antropologia;64375.00;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1030000.00;Antropología;Finalizado;12;15;20;10;10;0
CUR-0028192;Ciclo de Iniciación musical EMI-3 202010;1/02/2020;1/12/2019;Si;Si;184;31;cursos de musica, cursos de canto, interpretación de instrumentos;68625.00;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;Finalizado;2196000.00;Música;Finalizado;6;8;10;6;6;1
CUR-0028193;Ciclo de Iniciación musical EMI-2 202010 Instrumento;1/02/2020;1/12/2019;Si;Si;184;31;cursos de musica, cursos de canto, interpretación de instrumentos;189375.00;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;Finalizado;1515000.00;Música;Finalizado;5;5;5;1;1;0
CUR-0028194;Ciclo de Iniciación musical EMI-3 202010 Instrumento;1/02/2020;1/12/2019;Si;Si;184;31;cursos de musica, cursos de canto, interpretación de instrumentos;189375.00;Niños y Jóvenes;ARTES Y HUMANIDADES;Presencial;Finalizado;1515000.00;Música;Finalizado;5;5;5;2;2;0
CUR-0028195;Legal de M&A y transacciones corporativas;21/02/2020;1/12/2019;No;No;184;16;cursos de derecho, programa de derecho, diplomados en derecho;65000.00;Actualización Profesional;DERECHO;Presencial;Finalizado;3250000.00;Derecho;Finalizado;12;20;30;29;29;1
CUR-0028197;Design Thinking para la innovación social;26/02/2020;1/12/2019;No;No;184;16;administracion de proyectos, ejecucion de proyectos, programas de administracion;62200.00;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1492800.00;Ciencias Sociales;Finalizado;12;15;23;20;20;1
CUR-0028198;Historia de los grandes imperios;15/02/2020;1/12/2019;Si;No;184;16;cursos de historia, programa de historia, diplomados de historia;42604.17;Artes, Ciencias y Humanidades;CIENCIAS SOCIALES;Presencial;Finalizado;1022500.00;Historia;Finalizado;12;15;30;27;27;1
CUR-0028199;Tecnologías de la información y enseñanza de la historia;22/02/2020;1/12/2019;Si;No;184;16;tecnologias de la informacion, cursos de tecnologia de la informacion, tic;62200.00;Actualización Profesional;CIENCIAS SOCIALES;Semipresencial / Blended;Finalizado;1555000.00;Historia;Finalizado;11;15;20;7;7;0
CUR-0028200;Formación para formadores: desarrollo de competencias;7/02/2020;1/12/2019;No;No;184;16;cursos para docentes, pedagogia, cursos de pedagogia;62200.00;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1492800.00;Psicología;Finalizado;12;15;20;10;10;0
CUR-0028204;Autoconocimiento: danza y movimiento;8/02/2020;1/12/2019;Si;No;184;16;cursos de psicologia, talleres de psicologia, diplomados de psicologia;62200.00;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Presencial;Finalizado;995200.00;Psicología;Finalizado;12;15;20;11;11;0
CUR-0028205;La psicología del coaching;22/02/2020;1/12/2019;Si;No;184;16;coaching, psicologia, psicologia coaching;62200.00;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;995200.00;Psicología;Finalizado;12;15;20;13;13;1
CUR-0028212;Método KonMari™: felicidad y bienestar;15/02/2020;1/12/2019;No;No;184;5;método konmari, taller método konmari, curso metodo kon mari;47700.00;Bienestar - Desarrollo Personal;DIRECCION DE INTERNACIONALIZACION;Presencial;Finalizado;572400.00;Centro del Japón;Finalizado;9;15;15;15;15;1
CUR-0028374;Responsabilidad social, sostenibilidad y felicidad;7/03/2020;1/01/2020;Si;No;142;3;responsabilidad social, sostenibilidad, sostenibilidad empresarial;57812.50;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Presencial;Finalizado;1850000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;9;12;20;7;7;0
CUR-0028376;Indicadores y medición en la gestión de proyectos y políticas sociales;29/04/2020;1/02/2020;No;No;132;3;gestion de proyectos, medicion de proyectos, proyectos sociales;75000.00;Actualización Profesional;CENTRO INTERDISCIPLINARIO DE ESTUDIOS SOBRE DESARROLLO;Virtual;Finalizado;1800000.00;Centro Interdisciplinario de Estudios sobre Desarrollo (CIDER);Finalizado;8;12;20;15;15;1
CUR-0028444;Matemáticas para posgrados;20/01/2020;1/11/2019;No;No;186;15;matematicas avanzadas, matematicas posgrados, curso matematicas;41333.33;Actualización Profesional;ECONOMIA;Presencial;Finalizado;1240000.00;Economía;Finalizado;17;20;30;29;29;1
CUR-0028445;Herramientas financieras para el éxito empresarial;21/05/2020;1/03/2020;No;No;123;9;herramientas financieras, exito empresarial, planeación financiera;65714.29;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1380000.00;Economía;Finalizado;9;15;20;17;17;1
CUR-0028447;Análisis espacial de datos y sus aplicaciones en Python;11/06/2020;1/04/2020;No;No;115;10;big data python, análisis de datos, big data;58148.15;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1570000.00;Economía;Finalizado;11;15;25;21;21;1
CUR-0028448;Programa Proyectos de analítica en Python;25/02/2020;1/12/2019;No;Si;184;15;curso de python, proyectos de big data, analítica;63985.51;Actualización Profesional;ECONOMIA;Presencial;Finalizado;4415000.00;Economía;Finalizado;11;15;23;23;23;1
CUR-0028449;Curso Introducción al análisis de datos en Python;25/02/2020;1/12/2019;No;No;184;15;curso de python, big data en python, curso análisis de datos;66666.67;Actualización Profesional;ECONOMIA;Presencial;Finalizado;1400000.00;Economía;Finalizado;12;15;20;0;23;0
CUR-0028450;Curso Machine Learning para Business intelligence;26/03/2020;1/01/2020;No;No;142;13;machine learning, business intelligence, curso machine learning;72962.96;Actualización Profesional;ECONOMIA;Virtual;Finalizado;1970000.00;Economía;Finalizado;11;15;20;NULL;23;0
CUR-0028451;Estructuración de proyectos de analítica (Grupo 1);12/05/2020;1/03/2020;Si;No;123;9;estructuracion de proyectos, proyectos de big data, proyectos de analítica;73095.24;Actualización Profesional;ECONOMIA;Presencial;Finalizado;1535000.00;Economía;Finalizado;11;15;32;9;32;0
CUR-0028453;Mindfulness para la vida cotidiana;21/05/2020;1/03/2020;Si;No;123;16;mindfulness, curso mindfulness, mindfulness psicologia;62200.00;Bienestar - Desarrollo Personal;CIENCIAS SOCIALES;Virtual;Finalizado;1244000.00;Psicología;Finalizado;12;15;25;17;17;1
CUR-0028454;Primeros auxilios psicológicos;6/03/2020;1/01/2020;No;No;142;13;atencion psicologica, atención psicologica infantil, psicologo infantil;62200.00;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;497600.00;Psicología;Finalizado;13;15;28;28;28;1
CUR-0028455;Actualización en terapias basadas en Mindfulness: ACT y CFT;29/02/2020;1/12/2019;Si;No;184;16;terapia mindfulness, mindfulness, mindfulness y psicologia;60000.00;Actualización Profesional;CIENCIAS SOCIALES;Presencial;Finalizado;1800000.00;Psicología;Finalizado;12;15;25;21;21;1
CUR-0028456;Salud mental en el contexto escolar;4/07/2020;1/05/2020;No;No;91;13;salud mental, salud mental infantil, salud mental en niños;62200.00;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;1244000.00;Psicología;Finalizado;10;15;25;22;22;1
CUR-0028919;Derecho aduanero y comercio exterior: una visión práctica;23/06/2020;1/04/2020;No;No;115;9;aduanas, comercio exterior, leyes aduaneras;51785.71;Actualización Profesional;DERECHO;Virtual;Finalizado;1450000.00;Derecho;Finalizado;19;25;33;32;32;1
CUR-0029518;Nuevas Alternativas de Educación en Ingeniería;12/02/2020;1/12/2019;No;No;184;41;educacion ingeniería, pedagogia, excelencia;86111.13;Actualización Profesional;INGENIERIA;Presencial;Finalizado;2066667.00;Ingeniería;Finalizado;3;15;18;17;17;1
CUR-0029597;Filosofía japonesa para los retos del siglo XXI;5/05/2020;1/03/2020;No;No;123;5;Filosofía Japonesa, Cultura Japonesa, Retos Japón;37100.00;Arte, Ciencias y Humanidades;DIRECCION DE INTERNACIONALIZACION;Virtual;Finalizado;333900.00;Centro del Japón;Finalizado;8;15;20;11;11;1
CUR-0029698;Club de Lectura Uniandes;5/03/2020;1/01/2020;No;No;142;29;club de lectura, club de lectura bogota, lectura, leer;42000.00;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1680000.00;Humanidades y Literatura;Finalizado;9;9;9;6;6;0
CUR-0029707;Cannabis medicinal: mediano cultivo;12/03/2020;1/01/2020;No;No;142;35;cannabis medicinal, colombia cannabis, cursos cannabis;85000.00;Actualización Profesional;INGENIERIA;Presencial;Finalizado;1020000.00;Ingeniería Química;Finalizado;9;25;40;39;39;1
CUR-0029710;Procesado de imágenes astronómicas con PixInsight;19/09/2020;1/07/2020;Si;No;116;1;astronomía,  PixInsight,  astrofotografía, curso astronomía;51000.00;Arte, Ciencias y Humanidades;CIENCIAS;Virtual;Finalizado;612000.00;Ciencias;Finalizado;9;20;30;8;8;0
CUR-0029747;Corporate Compliance & Governance;23/04/2020;1/02/2020;Si;No;132;14;Carrera de derecho, abogacía, curso de derecho, cursos para abogados, curso de leyes;63000.00;Actualización Profesional;DERECHO;Virtual;Finalizado;2772000.00;Derecho;Finalizado;13;20;30;25;25;1
CUR-0029751;Equilibrio de vida y desempeño profesional;4/06/2020;1/04/2020;Si;No;115;15;equilibrio de vida, equilibrio vida-trabajo, salario emocional;40000.00;Actualización Profesional;CIENCIAS SOCIALES;Virtual;Finalizado;800000.00;Psicología;Finalizado;14;15;20;10;10;0
CUR-0029756;Diseño de proyectos editoriales: cómo emprender su proyecto editorial;10/02/2021;1/12/2020;Si;No;246;48;curaduría literaria, edición literaria, publicaciones impresas, emprendimiento;48857.14;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1710000.00;Humanidades y Literatura;Finalizado;13;15;20;9;20;0
CUR-0029757;Diseño de proyectos editoriales: cierre de su proyecto editorial;12/05/2021;1/03/2021;Si;No;173;36;curaduría literaria, edición literaria, publicaciones impresas, emprendimiento;51818.18;Arte, Ciencias y Humanidades;ARTES Y HUMANIDADES;Virtual;Finalizado;1710000.00;Humanidades y Literatura;Finalizado;13;15;20;4;15;0
